Career Cluster	Career Pathway	Code	Occupation
Science, Technology, Engineering & Mathematics	Science and Mathematics	15-2041.01	Biostatisticians  Bright Outlook
Science, Technology, Engineering & Mathematics	Science and Mathematics	17-1021.00	Cartographers and Photogrammetrists  Bright Outlook
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-2031.00	Chemists  Green Occupation
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-4061.01	City and Regional Planning Aides
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-2041.01	Climate Change Analysts  Bright Outlook  Green Occupation
Science, Technology, Engineering & Mathematics	Science and Mathematics	15-2041.02	Clinical Data Managers  Bright Outlook
Science, Technology, Engineering & Mathematics	Science and Mathematics	15-1111.00	Computer and Information Research Scientists
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-1031.00	Conservation Scientists
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-3011.00	Economists
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-3011.01	Environmental Economists  Bright Outlook  Green Occupation
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-2041.02	Environmental Restoration Planners  Bright Outlook  Green Occupation
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-2041.00	Environmental Scientists and Specialists, Including Health  Green Occupation
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-1029.03	Geneticists  Bright Outlook
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-3092.00	Geographers
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-2042.00	Geoscientists, Except Hydrologists and Geographers  Green Occupation
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-3093.00	Historians
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-2043.00	Hydrologists  Green Occupation
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-2041.03	Industrial Ecologists  Bright Outlook  Green Occupation
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-1099.00	Life Scientists, All Other
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-4099.00	Life, Physical, and Social Science Technicians, All Other
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-2032.00	Materials Scientists  Green Occupation
Science, Technology, Engineering & Mathematics	Science and Mathematics	15-2099.00	Mathematical Science Occupations, All Other
Science, Technology, Engineering & Mathematics	Science and Mathematics	15-2091.00	Mathematical Technicians
Science, Technology, Engineering & Mathematics	Science and Mathematics	15-2021.00	Mathematicians  Bright Outlook
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-1022.00	Microbiologists
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-1029.02	Molecular and Cellular Biologists  Bright Outlook
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-1031.03	Park Naturalists
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-2099.00	Physical Scientists, All Other
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-2012.00	Physicists
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-3094.00	Political Scientists
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-4099.02	Precision Agriculture Technicians  Bright Outlook  Green Occupation
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-4099.01	Quality Control Analysts  Bright Outlook
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-1031.02	Range Managers
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-2099.01	Remote Sensing Scientists and Technologists  Bright Outlook  Green Occupation
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-4099.03	Remote Sensing Technicians  Bright Outlook  Green Occupation
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-4061.00	Social Science Research Assistants
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-3099.00	Social Scientists and Related Workers, All Other
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-3041.00	Sociologists
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-1031.01	Soil and Water Conservationists  Green Occupation
Science, Technology, Engineering & Mathematics	Science and Mathematics	15-2041.00	Statisticians  Bright Outlook
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-3022.00	Survey Researchers
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-3099.01	Transportation Planners  Bright Outlook  Green Occupation
Transportation, Distribution & Logistics	Facility and Mobile Equipment Maintenance	49-3011.00	Aircraft Mechanics and Service Technicians
Transportation, Distribution & Logistics	Facility and Mobile Equipment Maintenance	53-6031.00	Automotive and Watercraft Service Attendants
Transportation, Distribution & Logistics	Facility and Mobile Equipment Maintenance	49-3021.00	Automotive Body and Related Repairers
Transportation, Distribution & Logistics	Facility and Mobile Equipment Maintenance	49-3022.00	Automotive Glass Installers and Repairers
Transportation, Distribution & Logistics	Facility and Mobile Equipment Maintenance	49-3023.01	Automotive Master Mechanics  Bright Outlook
Transportation, Distribution & Logistics	Facility and Mobile Equipment Maintenance	49-3023.00	Automotive Service Technicians and Mechanics  Bright Outlook
Transportation, Distribution & Logistics	Facility and Mobile Equipment Maintenance	49-3023.02	Automotive Specialty Technicians  Bright Outlook  Green Occupation
Transportation, Distribution & Logistics	Facility and Mobile Equipment Maintenance	49-2091.00	Avionics Technicians
Transportation, Distribution & Logistics	Facility and Mobile Equipment Maintenance	49-3091.00	Bicycle Repairers  Bright Outlook
Transportation, Distribution & Logistics	Facility and Mobile Equipment Maintenance	49-3031.00	Bus and Truck Mechanics and Diesel Engine Specialists Green Occupation
Transportation, Distribution & Logistics	Facility and Mobile Equipment Maintenance	53-7061.00	Cleaners of Vehicles and Equipment  Bright Outlook
Transportation, Distribution & Logistics	Facility and Mobile Equipment Maintenance	49-2093.00	Electrical and Electronics Installers and Repairers, Transportation Equipment
Transportation, Distribution & Logistics	Facility and Mobile Equipment Maintenance	49-2096.00	Electronic Equipment Installers and Repairers, Motor Vehicles
Transportation, Distribution & Logistics	Facility and Mobile Equipment Maintenance	49-3042.00	Mobile Heavy Equipment Mechanics, Except Engines
Transportation, Distribution & Logistics	Facility and Mobile Equipment Maintenance	49-3051.00	Motorboat Mechanics and Service Technicians
Transportation, Distribution & Logistics	Facility and Mobile Equipment Maintenance	49-3052.00	Motorcycle Mechanics
Transportation, Distribution & Logistics	Facility and Mobile Equipment Maintenance	49-3043.00	Rail Car Repairers
Transportation, Distribution & Logistics	Facility and Mobile Equipment Maintenance	47-4061.00	Rail-Track Laying and Maintenance Equipment Operators  Green Occupation
Transportation, Distribution & Logistics	Facility and Mobile Equipment Maintenance	49-3092.00	Recreational Vehicle Service Technicians
Transportation, Distribution & Logistics	Facility and Mobile Equipment Maintenance	49-9097.00	Signal and Track Switch Repairers
Transportation, Distribution & Logistics	Facility and Mobile Equipment Maintenance	49-3093.00	Tire Repairers and Changers
Transportation, Distribution & Logistics	Logistics Planning and Management Services	43-5032.00	Dispatchers, Except Police, Fire, and Ambulance  Green Occupation
Transportation, Distribution & Logistics	Logistics Planning and Management Services	13-1081.00	Logisticians
Transportation, Distribution & Logistics	Logistics Planning and Management Services	13-1081.02	Logistics Analysts  Bright Outlook  Green Occupation
Transportation, Distribution & Logistics	Logistics Planning and Management Services	13-1081.01	Logistics Engineers  Bright Outlook  Green Occupation
Transportation, Distribution & Logistics	Logistics Planning and Management Services	11-3071.03	Logistics Managers  Bright Outlook  Green Occupation
Transportation, Distribution & Logistics	Logistics Planning and Management Services	11-3071.02	Storage and Distribution Managers  Green Occupation
Transportation, Distribution & Logistics	Logistics Planning and Management Services	11-3071.01	Transportation Managers  Green Occupation
Transportation, Distribution & Logistics	Logistics Planning and Management Services	11-3071.00	Transportation, Storage, and Distribution Managers
Transportation, Distribution & Logistics	Sales and Service	43-3021.00	Billing and Posting Clerks  Bright Outlook
Transportation, Distribution & Logistics	Sales and Service	43-3021.02	Billing, Cost, and Rate Clerks  Bright Outlook
Transportation, Distribution & Logistics	Sales and Service	43-5011.00	Cargo and Freight Agents
Transportation, Distribution & Logistics	Sales and Service	43-5011.01	Freight Forwarders  Bright Outlook  Green Occupation
Transportation, Distribution & Logistics	Sales and Service	53-6021.00	Parking Lot Attendants
Transportation, Distribution & Logistics	Sales and Service	43-3021.01	Statement Clerks  Bright Outlook
Transportation, Distribution & Logistics	Transportation Operations	53-1011.00	Aircraft Cargo Handling Supervisors
Transportation, Distribution & Logistics	Transportation Operations	53-2011.00	Airline Pilots, Copilots, and Flight Engineers
Transportation, Distribution & Logistics	Transportation Operations	53-3011.00	Ambulance Drivers and Attendants, Except Emergency Medical Technicians  Bright Outlook
Transportation, Distribution & Logistics	Transportation Operations	53-6011.00	Bridge and Lock Tenders
Transportation, Distribution & Logistics	Transportation Operations	53-3022.00	Bus Drivers, School or Special Client
Transportation, Distribution & Logistics	Transportation Operations	53-3021.00	Bus Drivers, Transit and Intercity  Green Occupation
Transportation, Distribution & Logistics	Transportation Operations	53-5021.00	Captains, Mates, and Pilots of Water Vessels
Transportation, Distribution & Logistics	Transportation Operations	53-2012.00	Commercial Pilots
Transportation, Distribution & Logistics	Transportation Operations	43-5021.00	Couriers and Messengers
Transportation, Distribution & Logistics	Transportation Operations	53-1021.00	First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand
Transportation, Distribution & Logistics	Transportation Operations	53-1031.00	First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
Transportation, Distribution & Logistics	Transportation Operations	53-2031.00	Flight Attendants
Transportation, Distribution & Logistics	Transportation Operations	53-7071.00	Gas Compressor and Gas Pumping Station Operators
Transportation, Distribution & Logistics	Transportation Operations	53-3032.00	Heavy and Tractor-Trailer Truck Drivers  Bright Outlook  Green Occupation
Transportation, Distribution & Logistics	Transportation Operations	53-7051.00	Industrial Truck and Tractor Operators  Bright Outlook  Green Occupation
Transportation, Distribution & Logistics	Transportation Operations	53-7062.00	Laborers and Freight, Stock, and Material Movers, Hand  Bright Outlook  Green Occupation
Transportation, Distribution & Logistics	Transportation Operations	53-3033.00	Light Truck or Delivery Services Drivers  Bright Outlook
Transportation, Distribution & Logistics	Transportation Operations	53-4011.00	Locomotive Engineers  Green Occupation
Transportation, Distribution & Logistics	Transportation Operations	53-4012.00	Locomotive Firers
Transportation, Distribution & Logistics	Transportation Operations	53-7199.00	Material Moving Workers, All Other
Transportation, Distribution & Logistics	Transportation Operations	53-5021.02	Mates- Ship, Boat, and Barge
Transportation, Distribution & Logistics	Transportation Operations	53-7111.00	Mine Shuttle Car Operators
Transportation, Distribution & Logistics	Transportation Operations	53-3099.00	Motor Vehicle Operators, All Other
Transportation, Distribution & Logistics	Transportation Operations	53-5022.00	Motorboat Operators
Transportation, Distribution & Logistics	Transportation Operations	53-7064.00	Packers and Packagers, Hand  Bright Outlook
Transportation, Distribution & Logistics	Transportation Operations	53-5021.03	Pilots, Ship
Transportation, Distribution & Logistics	Transportation Operations	53-7072.00	Pump Operators, Except Wellhead Pumpers
Transportation, Distribution & Logistics	Transportation Operations	53-4099.00	Rail Transportation Workers, All Other
Transportation, Distribution & Logistics	Transportation Operations	53-4013.00	Rail Yard Engineers, Dinkey Operators, and Hostlers
Transportation, Distribution & Logistics	Transportation Operations	53-4021.00	Railroad Brake, Signal, and Switch Operators
Transportation, Distribution & Logistics	Transportation Operations	53-4031.00	Railroad Conductors and Yardmasters  Green Occupation
Transportation, Distribution & Logistics	Transportation Operations	53-1021.01	Recycling Coordinators  Bright Outlook  Green Occupation
Transportation, Distribution & Logistics	Transportation Operations	53-5011.00	Sailors and Marine Oilers
Transportation, Distribution & Logistics	Transportation Operations	53-5021.01	Ship and Boat Captains
Transportation, Distribution & Logistics	Transportation Operations	53-5031.00	Ship Engineers
Transportation, Distribution & Logistics	Transportation Operations	53-4041.00	Subway and Streetcar Operators
Transportation, Distribution & Logistics	Transportation Operations	53-7121.00	Tank Car, Truck, and Ship Loaders
Transportation, Distribution & Logistics	Transportation Operations	53-3041.00	Taxi Drivers and Chauffeurs
Transportation, Distribution & Logistics	Transportation Operations	53-6061.00	Transportation Attendants, Except Flight Attendants
Transportation, Distribution & Logistics	Transportation Operations	53-6099.00	Transportation Workers, All Other
Transportation, Distribution & Logistics	Transportation Operations	53-7073.00	Wellhead Pumpers
Transportation, Distribution & Logistics	Transportation Systems/Infrastructure Planning, Management and Regulation	53-2021.00	Air Traffic Controllers
Transportation, Distribution & Logistics	Transportation Systems/Infrastructure Planning, Management and Regulation	53-2022.00	Airfield Operations Specialists
Transportation, Distribution & Logistics	Transportation Systems/Infrastructure Planning, Management and Regulation	53-6041.00	Traffic Technicians
