	Code	Occupation_x	Job Family	Career Cluster	Career Pathway	Occupation_y	fullCode	SCode	word_tokens	Title	summary	sampleTitles	summary_tokens	sampleT_tokens
779	43-5081	Marking Clerks  	Office and Administrative Support	Business Management & Administration	Administrative Support	Marking Clerks	43-5081.02	.02	['Marking', 'Clerks']	Stock Clerks and Order Fillers	Print and attach price tickets to articles of merchandise using one or several methods, such as marking price on tickets by hand or using ticket-printing machine.	In Store Marketing Associate (ISM Associate), Inventory and Pricing Associate, Label Maker, Marking Clerk, Pricing Associate, Scan Coordinator, Ticketer, Warehouse Pricing and Inventory Clerk	['Print', 'and', 'attach', 'price', 'tickets', 'to', 'articles', 'of', 'merchandise', 'using', 'one', 'or', 'several', 'methods', 'such', 'as', 'marking', 'price', 'on', 'tickets', 'by', 'hand', 'or', 'using', 'ticket', 'printing', 'machine']	['In', 'Store', 'Marketing', 'Associate', 'ISM', 'Associate', 'Inventory', 'and', 'Pricing', 'Associate', 'Label', 'Maker', 'Marking', 'Clerk', 'Pricing', 'Associate', 'Scan', 'Coordinator', 'Ticketer', 'Warehouse', 'Pricing', 'and', 'Inventory', 'Clerk']
780	43-5081	Order Fillers, Wholesale and Retail Sales  	Office and Administrative Support	Business Management & Administration	Administrative Support	Order Fillers, Wholesale and Retail Sales	43-5081.04	.04	['Order', 'Fillers', 'Wholesale', 'and', 'Retail', 'Sales']	Stock Clerks and Order Fillers	Fill customers' mail and telephone orders from stored merchandise in accordance with specifications on sales slips or order forms. Duties include computing prices of items, completing order receipts, keeping records of out-going orders, and requisitioning additional materials, supplies, and equipment.	Fulfillment Representative, Inventory Specialist, Order Filler, Order Picker, Order Puller, Packer, Parts Processor, Parts Technician, Picker/Puller, Puller	"['Fill', ""customers'"", 'mail', 'and', 'telephone', 'orders', 'from', 'stored', 'merchandise', 'in', 'accordance', 'with', 'specifications', 'on', 'sales', 'slips', 'or', 'order', 'forms', 'Duties', 'include', 'computing', 'prices', 'of', 'items', 'completing', 'order', 'receipts', 'keeping', 'records', 'of', 'out', 'going', 'orders', 'and', 'requisitioning', 'additional', 'materials', 'supplies', 'and', 'equipment']"	['Fulfillment', 'Representative', 'Inventory', 'Specialist', 'Order', 'Filler', 'Order', 'Picker', 'Order', 'Puller', 'Packer', 'Parts', 'Processor', 'Parts', 'Technician', 'Picker', 'Puller', 'Puller']
781	43-5081	Stock Clerks and Order Fillers  	Office and Administrative Support	Business Management & Administration	Administrative Support	Stock Clerks and Order Fillers	43-5081.00	.00	['Stock', 'Clerks', 'and', 'Order', 'Fillers']	Stock Clerks and Order Fillers	Receive, store, and issue sales floor merchandise, materials, equipment, and other items from stockroom, warehouse, or storage yard to fill shelves, racks, tables, or customers' orders. May mark prices on merchandise and set up sales displays.	f more specific occupations. For additional information, please select one of the specific occupations below.	"['Receive', 'store', 'and', 'issue', 'sales', 'floor', 'merchandise', 'materials', 'equipment', 'and', 'other', 'items', 'from', 'stockroom', 'warehouse', 'or', 'storage', 'yard', 'to', 'fill', 'shelves', 'racks', 'tables', 'or', ""customers'"", 'orders', 'May', 'mark', 'prices', 'on', 'merchandise', 'and', 'set', 'up', 'sales', 'displays']"	['f', 'more', 'specific', 'occupations', 'For', 'additional', 'information', 'please', 'select', 'one', 'of', 'the', 'specific', 'occupations', 'below']
782	43-5081	Stock Clerks, Sales Floor  	Office and Administrative Support	Business Management & Administration	Administrative Support	Stock Clerks, Sales Floor	43-5081.01	.01	['Stock', 'Clerks', 'Sales', 'Floor']	Stock Clerks and Order Fillers	Receive, store, and issue sales floor merchandise. Stock shelves, racks, cases, bins, and tables with merchandise and arrange merchandise displays to attract customers. May periodically take physical count of stock or check and mark merchandise.	Checker Stocker, Checker/Stocker, Clerk, Dairy Clerk, Grocery Clerk, Night Stocker, Sales Support Specialist, Stock Clerk, Stocker, Store Clerk	['Receive', 'store', 'and', 'issue', 'sales', 'floor', 'merchandise', 'Stock', 'shelves', 'racks', 'cases', 'bins', 'and', 'tables', 'with', 'merchandise', 'and', 'arrange', 'merchandise', 'displays', 'to', 'attract', 'customers', 'May', 'periodically', 'take', 'physical', 'count', 'of', 'stock', 'or', 'check', 'and', 'mark', 'merchandise']	['Checker', 'Stocker', 'Checker', 'Stocker', 'Clerk', 'Dairy', 'Clerk', 'Grocery', 'Clerk', 'Night', 'Stocker', 'Sales', 'Support', 'Specialist', 'Stock', 'Clerk', 'Stocker', 'Store', 'Clerk']
783	43-5081	Stock Clerks- Stockroom, Warehouse, or Storage Yard  	Office and Administrative Support	Business Management & Administration	Administrative Support	Stock Clerks- Stockroom, Warehouse, or Storage Yard	43-5081.03	.03	['Stock', 'Clerks', 'Stockroom', 'Warehouse', 'or', 'Storage', 'Yard']	Stock Clerks and Order Fillers	Receive, store, and issue materials, equipment, and other items from stockroom, warehouse, or storage yard. Keep records and compile stock reports.	Bay Stocker, Material Handler, Receiver, Receiving Lead, Stock Clerk, Stocker, Stockroom Clerk, Warehouse Clerk, Warehouse Representative, Warehouse Worker	['Receive', 'store', 'and', 'issue', 'materials', 'equipment', 'and', 'other', 'items', 'from', 'stockroom', 'warehouse', 'or', 'storage', 'yard', 'Keep', 'records', 'and', 'compile', 'stock', 'reports']	['Bay', 'Stocker', 'Material', 'Handler', 'Receiver', 'Receiving', 'Lead', 'Stock', 'Clerk', 'Stocker', 'Stockroom', 'Clerk', 'Warehouse', 'Clerk', 'Warehouse', 'Representative', 'Warehouse', 'Worker']
784	43-6013	Medical Secretaries  	Office and Administrative Support	Health Science	Health Informatics	Medical Secretaries	43-6013.00	.00	['Medical', 'Secretaries']	Medical Secretaries	Perform secretarial duties using specific knowledge of medical terminology and hospital, clinic, or laboratory procedures. Duties may include scheduling appointments, billing patients, and compiling and recording medical charts, reports, and correspondence.	Admissions Coordinator, Billing Coordinator, Health Unit Coordinator, Medical Office Specialist, Medical Secretary, Patient Coordinator, Physician Office Specialist, Unit Secretary, Unit Support Representative, Ward Clerk	['Perform', 'secretarial', 'duties', 'using', 'specific', 'knowledge', 'of', 'medical', 'terminology', 'and', 'hospital', 'clinic', 'or', 'laboratory', 'procedures', 'Duties', 'may', 'include', 'scheduling', 'appointments', 'billing', 'patients', 'and', 'compiling', 'and', 'recording', 'medical', 'charts', 'reports', 'and', 'correspondence']	['Admissions', 'Coordinator', 'Billing', 'Coordinator', 'Health', 'Unit', 'Coordinator', 'Medical', 'Office', 'Specialist', 'Medical', 'Secretary', 'Patient', 'Coordinator', 'Physician', 'Office', 'Specialist', 'Unit', 'Secretary', 'Unit', 'Support', 'Representative', 'Ward', 'Clerk']
785	43-5041	Meter Readers, Utilities	Office and Administrative Support	Business Management & Administration	Administrative Support	Meter Readers, Utilities	43-5041.00	.00	['Meter', 'Readers', 'Utilities']	Meter Readers, Utilities	Read meter and record consumption of electricity, gas, water, or steam.	Field Technician, Fieldman, Meter Reader, Meter Reader Inspector, Meter Reading Clerk, Meter Technician, Utility Service Worker, Water Inspector, Water Meter Reader, Water Use Inspector	['Read', 'meter', 'and', 'record', 'consumption', 'of', 'electricity', 'gas', 'water', 'or', 'steam']	['Field', 'Technician', 'Fieldman', 'Meter', 'Reader', 'Meter', 'Reader', 'Inspector', 'Meter', 'Reading', 'Clerk', 'Meter', 'Technician', 'Utility', 'Service', 'Worker', 'Water', 'Inspector', 'Water', 'Meter', 'Reader', 'Water', 'Use', 'Inspector']
786	43-4141	New Accounts Clerks	Office and Administrative Support	Business Management & Administration	Administrative Support	New Accounts Clerks	43-4141.00	.00	['New', 'Accounts', 'Clerks']	New Accounts Clerks	Interview persons desiring to open accounts in financial institutions. Explain account services available to prospective customers and assist them in preparing applications.	Administrative Assistant, Customer Service Representative, Financial Services Representative, Loan Processor, Member Service Representative, New Accounts Representative, Personal Banker, Relationship Manager, Retail Banker, Retail Service Representative	['Interview', 'persons', 'desiring', 'to', 'open', 'accounts', 'in', 'financial', 'institutions', 'Explain', 'account', 'services', 'available', 'to', 'prospective', 'customers', 'and', 'assist', 'them', 'in', 'preparing', 'applications']	['Administrative', 'Assistant', 'Customer', 'Service', 'Representative', 'Financial', 'Services', 'Representative', 'Loan', 'Processor', 'Member', 'Service', 'Representative', 'New', 'Accounts', 'Representative', 'Personal', 'Banker', 'Relationship', 'Manager', 'Retail', 'Banker', 'Retail', 'Service', 'Representative']
787	43-9199	Office and Administrative Support Workers, All Other	Office and Administrative Support	Business Management & Administration	Administrative Support	Office and Administrative Support Workers, All Other	43-9199.00	.00	['Office', 'and', 'Administrative', 'Support', 'Workers', 'All', 'Other']	Office and Administrative Support Workers, All Other	All office and administrative support workers not listed separately.	cupations with a wide range of characteristics which do not fit into one of the detailed O*NET-SOC occupations. O*NET data is not available for this type of title.	['All', 'office', 'and', 'administrative', 'support', 'workers', 'not', 'listed', 'separately']	['cupations', 'with', 'a', 'wide', 'range', 'of', 'characteristics', 'which', 'do', 'not', 'fit', 'into', 'one', 'of', 'the', 'detailed', 'O', 'NET', 'SOC', 'occupations', 'O', 'NET', 'data', 'is', 'not', 'available', 'for', 'this', 'type', 'of', 'title']
788	43-9061	Office Clerks, General  	Office and Administrative Support	Business Management & Administration	Administrative Support	Office Clerks, General	43-9061.00	.00	['Office', 'Clerks', 'General']	Office Clerks, General	Perform duties too varied and diverse to be classified in any specific office clerical occupation, requiring knowledge of office systems and procedures. Clerical duties may be assigned in accordance with the office procedures of individual establishments and may include a combination of answering telephones, bookkeeping, typing or word processing, stenography, office machine operation, and filing.	Administration Assistant, Administrative Assistant, Clerk, Customer Service Representative, Office Assistant, Office Clerk, Office Coordinator, Office Manager, Receptionist, Secretary	['Perform', 'duties', 'too', 'varied', 'and', 'diverse', 'to', 'be', 'classified', 'in', 'any', 'specific', 'office', 'clerical', 'occupation', 'requiring', 'knowledge', 'of', 'office', 'systems', 'and', 'procedures', 'Clerical', 'duties', 'may', 'be', 'assigned', 'in', 'accordance', 'with', 'the', 'office', 'procedures', 'of', 'individual', 'establishments', 'and', 'may', 'include', 'a', 'combination', 'of', 'answering', 'telephones', 'bookkeeping', 'typing', 'or', 'word', 'processing', 'stenography', 'office', 'machine', 'operation', 'and', 'filing']	['Administration', 'Assistant', 'Administrative', 'Assistant', 'Clerk', 'Customer', 'Service', 'Representative', 'Office', 'Assistant', 'Office', 'Clerk', 'Office', 'Coordinator', 'Office', 'Manager', 'Receptionist', 'Secretary']
789	43-9071	Office Machine Operators, Except Computer	Office and Administrative Support	Business Management & Administration	Administrative Support	Office Machine Operators, Except Computer	43-9071.00	.00	['Office', 'Machine', 'Operators', 'Except', 'Computer']	Office Machine Operators, Except Computer	Operate one or more of a variety of office machines, such as photocopying, photographic, and duplicating machines, or other office machines.	Copy Center Operator, Copy Machine Operator, Copy Technician, Duplicating Machine Operator, Graphics Production Specialist, Key Operator, Machine Operator, Print Center Specialist, Production Operator, Production Specialist	['Operate', 'one', 'or', 'more', 'of', 'a', 'variety', 'of', 'office', 'machines', 'such', 'as', 'photocopying', 'photographic', 'and', 'duplicating', 'machines', 'or', 'other', 'office', 'machines']	['Copy', 'Center', 'Operator', 'Copy', 'Machine', 'Operator', 'Copy', 'Technician', 'Duplicating', 'Machine', 'Operator', 'Graphics', 'Production', 'Specialist', 'Key', 'Operator', 'Machine', 'Operator', 'Print', 'Center', 'Specialist', 'Production', 'Operator', 'Production', 'Specialist']
790	43-4151	Order Clerks	Office and Administrative Support	Business Management & Administration	Administrative Support	Order Clerks	43-4151.00	.00	['Order', 'Clerks']	Order Clerks	Receive and process incoming orders for materials, merchandise, classified ads, or services such as repairs, installations, or rental of facilities. Generally receives orders via mail, phone, fax, or other electronic means. Duties include informing customers of receipt, prices, shipping dates, and delays; preparing contracts; and handling complaints.	Hub Associate, Materials Specialist, Order Analyst, Order Clerk, Order Entry Administrator, Order Entry Representative, Order Processing Clerk, Order Taker, Sales Assistant, Warehouse Clerk	['Receive', 'and', 'process', 'incoming', 'orders', 'for', 'materials', 'merchandise', 'classified', 'ads', 'or', 'services', 'such', 'as', 'repairs', 'installations', 'or', 'rental', 'of', 'facilities', 'Generally', 'receives', 'orders', 'via', 'mail', 'phone', 'fax', 'or', 'other', 'electronic', 'means', 'Duties', 'include', 'informing', 'customers', 'of', 'receipt', 'prices', 'shipping', 'dates', 'and', 'delays', 'preparing', 'contracts', 'and', 'handling', 'complaints']	['Hub', 'Associate', 'Materials', 'Specialist', 'Order', 'Analyst', 'Order', 'Clerk', 'Order', 'Entry', 'Administrator', 'Order', 'Entry', 'Representative', 'Order', 'Processing', 'Clerk', 'Order', 'Taker', 'Sales', 'Assistant', 'Warehouse', 'Clerk']
791	43-3051	Payroll and Timekeeping Clerks	Office and Administrative Support	Business Management & Administration	Administrative Support	Payroll and Timekeeping Clerks	43-3051.00	.00	['Payroll', 'and', 'Timekeeping', 'Clerks']	Payroll and Timekeeping Clerks	Compile and record employee time and payroll data. May compute employees' time worked, production, and commission. May compute and post wages and deductions, or prepare paychecks.	Accounting Technician, Human Resources Assistant (HR Assistant), Payroll Administrator, Payroll Assistant, Payroll Clerk, Payroll Coordinator, Payroll Manager, Payroll Representative, Payroll Specialist, Payroll Technician	"['Compile', 'and', 'record', 'employee', 'time', 'and', 'payroll', 'data', 'May', 'compute', ""employees'"", 'time', 'worked', 'production', 'and', 'commission', 'May', 'compute', 'and', 'post', 'wages', 'and', 'deductions', 'or', 'prepare', 'paychecks']"	['Accounting', 'Technician', 'Human', 'Resources', 'Assistant', 'HR', 'Assistant', 'Payroll', 'Administrator', 'Payroll', 'Assistant', 'Payroll', 'Clerk', 'Payroll', 'Coordinator', 'Payroll', 'Manager', 'Payroll', 'Representative', 'Payroll', 'Specialist', 'Payroll', 'Technician']
792	43-5031	Police, Fire, and Ambulance Dispatchers	Office and Administrative Support	Law, Public Safety, Corrections & Security	Emergency and Fire Management Services	Police, Fire, and Ambulance Dispatchers	43-5031.00	.00	['Police', 'Fire', 'and', 'Ambulance', 'Dispatchers']	Police, Fire, and Ambulance Dispatchers	Operate radio, telephone, or computer equipment at emergency response centers. Receive reports from the public of crimes, disturbances, fires, and medical or police emergencies. Relay information to law enforcement and emergency response personnel. May maintain contact with caller until responders arrive.	911 Dispatcher, Communications Officer, Communications Operator, Communications Specialist, Communications Supervisor, Dispatcher, Emergency Communications Operator (ECO), Police Dispatcher, Public Safety Dispatcher, Telecommunicator	['Operate', 'radio', 'telephone', 'or', 'computer', 'equipment', 'at', 'emergency', 'response', 'centers', 'Receive', 'reports', 'from', 'the', 'public', 'of', 'crimes', 'disturbances', 'fires', 'and', 'medical', 'or', 'police', 'emergencies', 'Relay', 'information', 'to', 'law', 'enforcement', 'and', 'emergency', 'response', 'personnel', 'May', 'maintain', 'contact', 'with', 'caller', 'until', 'responders', 'arrive']	['911', 'Dispatcher', 'Communications', 'Officer', 'Communications', 'Operator', 'Communications', 'Specialist', 'Communications', 'Supervisor', 'Dispatcher', 'Emergency', 'Communications', 'Operator', 'ECO', 'Police', 'Dispatcher', 'Public', 'Safety', 'Dispatcher', 'Telecommunicator']
793	43-5051	Postal Service Clerks	Office and Administrative Support	Business Management & Administration	Administrative Support	Postal Service Clerks	43-5051.00	.00	['Postal', 'Service', 'Clerks']	Postal Service Clerks	Perform any combination of tasks in a post office, such as receive letters and parcels; sell postage and revenue stamps, postal cards, and stamped envelopes; fill out and sell money orders; place mail in pigeon holes of mail rack or in bags; and examine mail for correct postage.	Bulk Mail Technician, Clerk, Distribution Clerk, Part Time Flexible Clerk (PTF Clerk), Postal Clerk, Sales & Service Associate (SSA), Sales and Distribution Clerk, Sales and Service Associate (SSA), Window Clerk, Window/Distribution Clerk	['Perform', 'any', 'combination', 'of', 'tasks', 'in', 'a', 'post', 'office', 'such', 'as', 'receive', 'letters', 'and', 'parcels', 'sell', 'postage', 'and', 'revenue', 'stamps', 'postal', 'cards', 'and', 'stamped', 'envelopes', 'fill', 'out', 'and', 'sell', 'money', 'orders', 'place', 'mail', 'in', 'pigeon', 'holes', 'of', 'mail', 'rack', 'or', 'in', 'bags', 'and', 'examine', 'mail', 'for', 'correct', 'postage']	['Bulk', 'Mail', 'Technician', 'Clerk', 'Distribution', 'Clerk', 'Part', 'Time', 'Flexible', 'Clerk', 'PTF', 'Clerk', 'Postal', 'Clerk', 'Sales', 'Service', 'Associate', 'SSA', 'Sales', 'and', 'Distribution', 'Clerk', 'Sales', 'and', 'Service', 'Associate', 'SSA', 'Window', 'Clerk', 'Window', 'Distribution', 'Clerk']
794	43-5052	Postal Service Mail Carriers	Office and Administrative Support	Business Management & Administration	Administrative Support	Postal Service Mail Carriers	43-5052.00	.00	['Postal', 'Service', 'Mail', 'Carriers']	Postal Service Mail Carriers	Sort mail for delivery. Deliver mail on established route by vehicle or on foot.	City Carrier, City Carrier Assistant (CCA), City Letter Carrier, City Mail Carrier, Letter Carrier, Mail Carrier, Rural Carrier, Rural Carrier Associate (RCA), Rural Mail Carrier, Rural Route Carrier	['Sort', 'mail', 'for', 'delivery', 'Deliver', 'mail', 'on', 'established', 'route', 'by', 'vehicle', 'or', 'on', 'foot']	['City', 'Carrier', 'City', 'Carrier', 'Assistant', 'CCA', 'City', 'Letter', 'Carrier', 'City', 'Mail', 'Carrier', 'Letter', 'Carrier', 'Mail', 'Carrier', 'Rural', 'Carrier', 'Rural', 'Carrier', 'Associate', 'RCA', 'Rural', 'Mail', 'Carrier', 'Rural', 'Route', 'Carrier']
795	43-5053	Postal Service Mail Sorters, Processors, and Processing Machine Operators	Office and Administrative Support	Business Management & Administration	Administrative Support	Postal Service Mail Sorters, Processors, and Processing Machine Operators	43-5053.00	.00	['Postal', 'Service', 'Mail', 'Sorters', 'Processors', 'and', 'Processing', 'Machine', 'Operators']	Postal Service Mail Sorters, Processors, and Processing Machine Operators	Prepare incoming and outgoing mail for distribution. Examine, sort, and route mail. Load, operate, and occasionally adjust and repair mail processing, sorting, and canceling machinery. Keep records of shipments, pouches, and sacks; and other duties related to mail handling within the postal service.	Automation Clerk, Computer Forwarding System Markup Clerk (CFS Markup Clerk), Distribution Clerk, Flat Sorting Machine Clerk (FSM Clerk), Mail Handler, Mail Handler Equipment Operator, Mail Processing Clerk, Mail Processor, Parcel Post Distribution Machine Operator (PDPMO), Small Package and Bundle Sorter Clerk (SPBS Clerk)	['Prepare', 'incoming', 'and', 'outgoing', 'mail', 'for', 'distribution', 'Examine', 'sort', 'and', 'route', 'mail', 'Load', 'operate', 'and', 'occasionally', 'adjust', 'and', 'repair', 'mail', 'processing', 'sorting', 'and', 'canceling', 'machinery', 'Keep', 'records', 'of', 'shipments', 'pouches', 'and', 'sacks', 'and', 'other', 'duties', 'related', 'to', 'mail', 'handling', 'within', 'the', 'postal', 'service']	['Automation', 'Clerk', 'Computer', 'Forwarding', 'System', 'Markup', 'Clerk', 'CFS', 'Markup', 'Clerk', 'Distribution', 'Clerk', 'Flat', 'Sorting', 'Machine', 'Clerk', 'FSM', 'Clerk', 'Mail', 'Handler', 'Mail', 'Handler', 'Equipment', 'Operator', 'Mail', 'Processing', 'Clerk', 'Mail', 'Processor', 'Parcel', 'Post', 'Distribution', 'Machine', 'Operator', 'PDPMO', 'Small', 'Package', 'and', 'Bundle', 'Sorter', 'Clerk', 'SPBS', 'Clerk']
796	43-3061	Procurement Clerks	Office and Administrative Support	Business Management & Administration	Administrative Support	Procurement Clerks	43-3061.00	.00	['Procurement', 'Clerks']	Procurement Clerks	Compile information and records to draw up purchase orders for procurement of materials and services.	Buyer, Procurement Assistant, Procurement Officer, Procurement Specialist, Procurement Technician, Purchasing Assistant, Purchasing Associate, Purchasing Clerk, Purchasing Specialist, Warehouse Clerk	['Compile', 'information', 'and', 'records', 'to', 'draw', 'up', 'purchase', 'orders', 'for', 'procurement', 'of', 'materials', 'and', 'services']	['Buyer', 'Procurement', 'Assistant', 'Procurement', 'Officer', 'Procurement', 'Specialist', 'Procurement', 'Technician', 'Purchasing', 'Assistant', 'Purchasing', 'Associate', 'Purchasing', 'Clerk', 'Purchasing', 'Specialist', 'Warehouse', 'Clerk']
797	43-5061	Production, Planning, and Expediting Clerks  	Office and Administrative Support	Manufacturing	Quality Assurance	Production, Planning, and Expediting Clerks	43-5061.00	.00	['Production', 'Planning', 'and', 'Expediting', 'Clerks']	Production, Planning, and Expediting Clerks	Coordinate and expedite the flow of work and materials within or between departments of an establishment according to production schedule. Duties include reviewing and distributing production, work, and shipment schedules; conferring with department supervisors to determine progress of work and completion dates; and compiling reports on progress of work, inventory levels, costs, and production problems.	Master Scheduler, Material Coordinator, Materials Planner, Planner, Production Assistant, Production Clerk, Production Controller, Production Planner, Production Scheduler, Scheduler	['Coordinate', 'and', 'expedite', 'the', 'flow', 'of', 'work', 'and', 'materials', 'within', 'or', 'between', 'departments', 'of', 'an', 'establishment', 'according', 'to', 'production', 'schedule', 'Duties', 'include', 'reviewing', 'and', 'distributing', 'production', 'work', 'and', 'shipment', 'schedules', 'conferring', 'with', 'department', 'supervisors', 'to', 'determine', 'progress', 'of', 'work', 'and', 'completion', 'dates', 'and', 'compiling', 'reports', 'on', 'progress', 'of', 'work', 'inventory', 'levels', 'costs', 'and', 'production', 'problems']	['Master', 'Scheduler', 'Material', 'Coordinator', 'Materials', 'Planner', 'Planner', 'Production', 'Assistant', 'Production', 'Clerk', 'Production', 'Controller', 'Production', 'Planner', 'Production', 'Scheduler', 'Scheduler']
798	43-9081	Proofreaders and Copy Markers	Office and Administrative Support	Arts, Audio/Video Technology & Communications	Printing Technology	Proofreaders and Copy Markers	43-9081.00	.00	['Proofreaders', 'and', 'Copy', 'Markers']	Proofreaders and Copy Markers	Read transcript or proof type setup to detect and mark for correction any grammatical, typographical, or compositional errors. Includes proofreaders of Braille.	Content Editor, Copy Chief, Copy Editor, Copyholder, Desk Editor, Editorial Assistant, News Copy Editor, Proofer, Proofreader, Typesetter	['Read', 'transcript', 'or', 'proof', 'type', 'setup', 'to', 'detect', 'and', 'mark', 'for', 'correction', 'any', 'grammatical', 'typographical', 'or', 'compositional', 'errors', 'Includes', 'proofreaders', 'of', 'Braille']	['Content', 'Editor', 'Copy', 'Chief', 'Copy', 'Editor', 'Copyholder', 'Desk', 'Editor', 'Editorial', 'Assistant', 'News', 'Copy', 'Editor', 'Proofer', 'Proofreader', 'Typesetter']
799	43-4171	Receptionists and Information Clerks  	Office and Administrative Support	Business Management & Administration	Administrative Support	Receptionists and Information Clerks	43-4171.00	.00	['Receptionists', 'and', 'Information', 'Clerks']	Receptionists and Information Clerks	Answer inquiries and provide information to the general public, customers, visitors, and other interested parties regarding activities conducted at establishment and location of departments, offices, and employees within the organization.	Clerk Specialist, Community Liaison, Front Desk Receptionist, Greeter, Member Service Representative, Office Assistant, Receptionist, Scheduler, Senior Receptionist, Unit Assistant	['Answer', 'inquiries', 'and', 'provide', 'information', 'to', 'the', 'general', 'public', 'customers', 'visitors', 'and', 'other', 'interested', 'parties', 'regarding', 'activities', 'conducted', 'at', 'establishment', 'and', 'location', 'of', 'departments', 'offices', 'and', 'employees', 'within', 'the', 'organization']	['Clerk', 'Specialist', 'Community', 'Liaison', 'Front', 'Desk', 'Receptionist', 'Greeter', 'Member', 'Service', 'Representative', 'Office', 'Assistant', 'Receptionist', 'Scheduler', 'Senior', 'Receptionist', 'Unit', 'Assistant']
800	43-4181	Reservation and Transportation Ticket Agents and Travel Clerks	Office and Administrative Support	Hospitality & Tourism	Travel & Tourism	Reservation and Transportation Ticket Agents and Travel Clerks	43-4181.00	.00	['Reservation', 'and', 'Transportation', 'Ticket', 'Agents', 'and', 'Travel', 'Clerks']	Reservation and Transportation Ticket Agents and Travel Clerks	Make and confirm reservations for transportation or lodging, or sell transportation tickets. May check baggage and direct passengers to designated concourse, pier, or track; deliver tickets, contact individuals and groups to inform them of package tours; or provide tourists with travel or transportation information.	Airline Ticket Agent, Airport Sales Agent, Customer Service Agent, Reservation Agent, Reservationist, Reservations Agent, Reservations and Ticketing Agent, Station Agent, Ticket Agent, Tour Sales Representative	['Make', 'and', 'confirm', 'reservations', 'for', 'transportation', 'or', 'lodging', 'or', 'sell', 'transportation', 'tickets', 'May', 'check', 'baggage', 'and', 'direct', 'passengers', 'to', 'designated', 'concourse', 'pier', 'or', 'track', 'deliver', 'tickets', 'contact', 'individuals', 'and', 'groups', 'to', 'inform', 'them', 'of', 'package', 'tours', 'or', 'provide', 'tourists', 'with', 'travel', 'or', 'transportation', 'information']	['Airline', 'Ticket', 'Agent', 'Airport', 'Sales', 'Agent', 'Customer', 'Service', 'Agent', 'Reservation', 'Agent', 'Reservationist', 'Reservations', 'Agent', 'Reservations', 'and', 'Ticketing', 'Agent', 'Station', 'Agent', 'Ticket', 'Agent', 'Tour', 'Sales', 'Representative']
801	43-6014	Secretaries and Administrative Assistants, Except Legal, Medical, and Executive  	Office and Administrative Support	Business Management & Administration	Administrative Support	Secretaries and Administrative Assistants, Except Legal, Medical, and Executive	43-6014.00	.00	['Secretaries', 'and', 'Administrative', 'Assistants', 'Except', 'Legal', 'Medical', 'and', 'Executive']	Secretaries and Administrative Assistants, Except Legal, Medical, and Executive	Perform routine clerical and administrative functions such as drafting correspondence, scheduling appointments, organizing and maintaining paper and electronic files, or providing information to callers.	Administrative Assistant, Administrative Associate, Administrative Secretary, Administrative Specialist, Administrative Technician, Clerk Typist, Department Secretary, Office Assistant, Secretary, Staff Assistant	['Perform', 'routine', 'clerical', 'and', 'administrative', 'functions', 'such', 'as', 'drafting', 'correspondence', 'scheduling', 'appointments', 'organizing', 'and', 'maintaining', 'paper', 'and', 'electronic', 'files', 'or', 'providing', 'information', 'to', 'callers']	['Administrative', 'Assistant', 'Administrative', 'Associate', 'Administrative', 'Secretary', 'Administrative', 'Specialist', 'Administrative', 'Technician', 'Clerk', 'Typist', 'Department', 'Secretary', 'Office', 'Assistant', 'Secretary', 'Staff', 'Assistant']
802	43-5071	Shipping, Receiving, and Traffic Clerks    	Office and Administrative Support	Business Management & Administration	Administrative Support	Shipping, Receiving, and Traffic Clerks	43-5071.00	.00	['Shipping', 'Receiving', 'and', 'Traffic', 'Clerks']	Shipping, Receiving, and Traffic Clerks	Verify and maintain records on incoming and outgoing shipments. Prepare items for shipment. Duties include assembling, addressing, stamping, and shipping merchandise or material; receiving, unpacking, verifying and recording incoming merchandise or material; and arranging for the transportation of products.	Receiver, Receiving Clerk, Receiving Manager, Shipper, Shipping and Receiving Clerk, Shipping Clerk, Shipping Coordinator, Shipping/Receiving Clerk, Traffic Manager, Warehouseman	['Verify', 'and', 'maintain', 'records', 'on', 'incoming', 'and', 'outgoing', 'shipments', 'Prepare', 'items', 'for', 'shipment', 'Duties', 'include', 'assembling', 'addressing', 'stamping', 'and', 'shipping', 'merchandise', 'or', 'material', 'receiving', 'unpacking', 'verifying', 'and', 'recording', 'incoming', 'merchandise', 'or', 'material', 'and', 'arranging', 'for', 'the', 'transportation', 'of', 'products']	['Receiver', 'Receiving', 'Clerk', 'Receiving', 'Manager', 'Shipper', 'Shipping', 'and', 'Receiving', 'Clerk', 'Shipping', 'Clerk', 'Shipping', 'Coordinator', 'Shipping', 'Receiving', 'Clerk', 'Traffic', 'Manager', 'Warehouseman']
